"homeTeam.href","homeTeam.text","awayTeam.href","awayTeam.text","homeScore","awayScore"
"http://www.basketball-reference.com/teams/ORL/2015.html","Orlando Magic","http://www.basketball-reference.com/teams/HOU/2015.html","Houston Rockets","94","107"
"http://www.basketball-reference.com/teams/CHO/2015.html","Charlotte Hornets","http://www.basketball-reference.com/teams/LAC/2015.html","Los Angeles Clippers","92","99"
"http://www.basketball-reference.com/teams/MIL/2015.html","Milwaukee Bucks","http://www.basketball-reference.com/teams/NOP/2015.html","New Orleans Pelicans","84","85"
"http://www.basketball-reference.com/teams/SAS/2015.html","San Antonio Spurs","http://www.basketball-reference.com/teams/NYK/2015.html","New York Knicks","100","104"
"http://www.basketball-reference.com/teams/IND/2015.html","Indiana Pacers","http://www.basketball-reference.com/teams/CHI/2015.html","Chicago Bulls","86","103"
"http://www.basketball-reference.com/teams/BRK/2015.html","Brooklyn Nets","http://www.basketball-reference.com/teams/CLE/2015.html","Cleveland Cavaliers","92","117"
"http://www.basketball-reference.com/teams/ORL/2015.html","Orlando Magic","http://www.basketball-reference.com/teams/DAL/2015.html","Dallas Mavericks","102","107"
"http://www.basketball-reference.com/teams/ATL/2015.html","Atlanta Hawks","http://www.basketball-reference.com/teams/GSW/2015.html","Golden State Warriors","95","114"
"http://www.basketball-reference.com/teams/POR/2015.html","Portland Trail Blazers","http://www.basketball-reference.com/teams/MIA/2015.html","Miami Heat","104","108"
"http://www.basketball-reference.com/teams/SAS/2015.html","San Antonio Spurs","http://www.basketball-reference.com/teams/MIL/2015.html","Milwaukee Bucks","114","103"
"http://www.basketball-reference.com/teams/BOS/2015.html","Boston Celtics","http://www.basketball-reference.com/teams/OKC/2015.html","Oklahoma City Thunder","118","122"
"http://www.basketball-reference.com/teams/DET/2015.html","Detroit Pistons","http://www.basketball-reference.com/teams/PHI/2015.html","Philadelphia 76ers","83","94"
"http://www.basketball-reference.com/teams/LAC/2015.html","Los Angeles Clippers","http://www.basketball-reference.com/teams/SAC/2015.html","Sacramento Kings","116","105"
"http://www.basketball-reference.com/teams/MIN/2015.html","Minnesota Timberwolves","http://www.basketball-reference.com/teams/TOR/2015.html","Toronto Raptors","100","105"
"http://www.basketball-reference.com/teams/WAS/2015.html","Washington Wizards","http://www.basketball-reference.com/teams/UTA/2015.html","Utah Jazz","88","84"
"http://www.basketball-reference.com/teams/MIL/2015.html","Milwaukee Bucks","http://www.basketball-reference.com/teams/BRK/2015.html","Brooklyn Nets","127","129"
"http://www.basketball-reference.com/teams/TOR/2015.html","Toronto Raptors","http://www.basketball-reference.com/teams/CHI/2015.html","Chicago Bulls","92","108"
"http://www.basketball-reference.com/teams/IND/2015.html","Indiana Pacers","http://www.basketball-reference.com/teams/CLE/2015.html","Cleveland Cavaliers","92","95"
"http://www.basketball-reference.com/teams/MEM/2015.html","Memphis Grizzlies","http://www.basketball-reference.com/teams/DAL/2015.html","Dallas Mavericks","112","101"
"http://www.basketball-reference.com/teams/NOP/2015.html","New Orleans Pelicans","http://www.basketball-reference.com/teams/GSW/2015.html","Golden State Warriors","96","112"
"http://www.basketball-reference.com/teams/WAS/2015.html","Washington Wizards","http://www.basketball-reference.com/teams/LAC/2015.html","Los Angeles Clippers","99","113"
"http://www.basketball-reference.com/teams/DEN/2015.html","Denver Nuggets","http://www.basketball-reference.com/teams/MIA/2015.html","Miami Heat","91","108"
"http://www.basketball-reference.com/teams/ATL/2015.html","Atlanta Hawks","http://www.basketball-reference.com/teams/OKC/2015.html","Oklahoma City Thunder","115","123"
"http://www.basketball-reference.com/teams/POR/2015.html","Portland Trail Blazers","http://www.basketball-reference.com/teams/ORL/2015.html","Orlando Magic","104","111"
"http://www.basketball-reference.com/teams/NYK/2015.html","New York Knicks","http://www.basketball-reference.com/teams/PHI/2015.html","Philadelphia 76ers","81","97"
"http://www.basketball-reference.com/teams/CHO/2015.html","Charlotte Hornets","http://www.basketball-reference.com/teams/SAC/2015.html","Sacramento Kings","91","101"
"http://www.basketball-reference.com/teams/BOS/2015.html","Boston Celtics","http://www.basketball-reference.com/teams/SAS/2015.html","San Antonio Spurs","89","101"
"http://www.basketball-reference.com/teams/CHI/2015.html","Chicago Bulls","http://www.basketball-reference.com/teams/DET/2015.html","Detroit Pistons","91","107"
"http://www.basketball-reference.com/teams/UTA/2015.html","Utah Jazz","http://www.basketball-reference.com/teams/GSW/2015.html","Golden State Warriors","91","106"
"http://www.basketball-reference.com/teams/PHO/2015.html","Phoenix Suns","http://www.basketball-reference.com/teams/HOU/2015.html","Houston Rockets","117","102"
"http://www.basketball-reference.com/teams/BRK/2015.html","Brooklyn Nets","http://www.basketball-reference.com/teams/IND/2015.html","Indiana Pacers","123","111"
"http://www.basketball-reference.com/teams/POR/2015.html","Portland Trail Blazers","http://www.basketball-reference.com/teams/MEM/2015.html","Memphis Grizzlies","86","97"
